date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:40:38	3833/3833	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:40:39%20GMT	http://docs.opencv.org/java/serialized-form.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/serialized-form.html	(from http://docs.opencv.org/java/org/opencv/core/CvException.html)
09:40:39	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:40:40%20GMT	http://docs.opencv.org/java/index.html?org/opencv/ml/CvGBTrees.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index4aae.html	(from http://docs.opencv.org/java/org/opencv/ml/CvGBTrees.html)
09:40:40	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:40:40%20GMT	http://docs.opencv.org/java/index.html?org/opencv/ml/CvGBTreesParams.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index8b6d.html	(from http://docs.opencv.org/java/org/opencv/ml/CvGBTreesParams.html)
09:40:40	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:40:41%20GMT	http://docs.opencv.org/java/index.html?org/opencv/ml/CvKNearest.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index20a0.html	(from http://docs.opencv.org/java/org/opencv/ml/CvKNearest.html)
09:40:41	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:40:35%20GMT	http://docs.opencv.org/java/index.html?org/opencv/ml/CvBoostParams.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/indexec7d.html	(from http://docs.opencv.org/java/org/opencv/ml/CvBoostParams.html)
09:40:41	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:40:42%20GMT	http://docs.opencv.org/java/index.html?org/opencv/ml/CvNormalBayesClassifier.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index819f.html	(from http://docs.opencv.org/java/org/opencv/ml/CvNormalBayesClassifier.html)
09:40:42	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:40:42%20GMT	http://docs.opencv.org/java/index.html?org/opencv/ml/CvParamGrid.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index7f4d.html	(from http://docs.opencv.org/java/org/opencv/ml/CvParamGrid.html)
09:40:42	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:40:43%20GMT	http://docs.opencv.org/java/index.html?org/opencv/ml/CvRTParams.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/indexba52.html	(from http://docs.opencv.org/java/org/opencv/ml/CvRTParams.html)
09:40:43	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:40:44%20GMT	http://docs.opencv.org/java/index.html?org/opencv/ml/CvRTrees.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index54f0.html	(from http://docs.opencv.org/java/org/opencv/ml/CvRTrees.html)
09:40:43	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:40:44%20GMT	http://docs.opencv.org/java/index.html?org/opencv/ml/CvStatModel.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index7684.html	(from http://docs.opencv.org/java/org/opencv/ml/CvStatModel.html)
09:40:44	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:40:45%20GMT	http://docs.opencv.org/java/index.html?org/opencv/ml/CvSVM.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index0153.html	(from http://docs.opencv.org/java/org/opencv/ml/CvSVM.html)
09:40:45	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:40:45%20GMT	http://docs.opencv.org/java/index.html?org/opencv/ml/CvSVMParams.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index4599.html	(from http://docs.opencv.org/java/org/opencv/ml/CvSVMParams.html)
09:40:45	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:40:46%20GMT	http://docs.opencv.org/java/index.html?org/opencv/core/CvType.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/indexebd5.html	(from http://docs.opencv.org/java/org/opencv/core/CvType.html)
09:40:47	5416/5416	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:40:47%20GMT	http://docs.opencv.org/java/org/opencv/features2d/package-tree.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/org/opencv/features2d/package-tree.html	(from http://docs.opencv.org/java/org/opencv/features2d/DescriptorExtractor.html)
09:40:48	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:40:49%20GMT	http://docs.opencv.org/java/index.html?org/opencv/features2d/DescriptorExtractor.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/indexb916.html	(from http://docs.opencv.org/java/org/opencv/features2d/DescriptorExtractor.html)
09:40:48	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:40:49%20GMT	http://docs.opencv.org/java/index.html?org/opencv/features2d/DescriptorMatcher.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index2ac7.html	(from http://docs.opencv.org/java/org/opencv/features2d/DescriptorMatcher.html)
09:40:49	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:40:50%20GMT	http://docs.opencv.org/java/index.html?org/opencv/features2d/DMatch.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/indexf19f.html	(from http://docs.opencv.org/java/org/opencv/features2d/DMatch.html)
09:40:50	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:40:50%20GMT	http://docs.opencv.org/java/index.html?org/opencv/ml/EM.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index8b1f.html	(from http://docs.opencv.org/java/org/opencv/ml/EM.html)
09:40:50	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:40:51%20GMT	http://docs.opencv.org/java/index.html?org/opencv/features2d/FeatureDetector.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index7fab.html	(from http://docs.opencv.org/java/org/opencv/features2d/FeatureDetector.html)
09:40:51	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:40:52%20GMT	http://docs.opencv.org/java/index.html?org/opencv/features2d/Features2d.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/indexe4b1.html	(from http://docs.opencv.org/java/org/opencv/features2d/Features2d.html)
09:40:53	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:40:52%20GMT	http://docs.opencv.org/java/index.html?org/opencv/android/FpsMeter.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/indexe7f8.html	(from http://docs.opencv.org/java/org/opencv/android/FpsMeter.html)
09:40:53	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:40:54%20GMT	http://docs.opencv.org/java/index.html?org/opencv/features2d/GenericDescriptorMatcher.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index95a2.html	(from http://docs.opencv.org/java/org/opencv/features2d/GenericDescriptorMatcher.html)
09:40:54	4415/4415	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:40:55%20GMT	http://docs.opencv.org/java/org/opencv/highgui/package-tree.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/org/opencv/highgui/package-tree.html	(from http://docs.opencv.org/java/org/opencv/highgui/Highgui.html)
09:40:55	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:40:55%20GMT	http://docs.opencv.org/java/index.html?org/opencv/highgui/Highgui.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index20e1.html	(from http://docs.opencv.org/java/org/opencv/highgui/Highgui.html)
09:40:55	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:40:56%20GMT	http://docs.opencv.org/java/index.html?org/opencv/objdetect/HOGDescriptor.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index0315.html	(from http://docs.opencv.org/java/org/opencv/objdetect/HOGDescriptor.html)
09:40:56	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:40:57%20GMT	http://docs.opencv.org/java/index.html?org/opencv/imgproc/Imgproc.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/indexdbec.html	(from http://docs.opencv.org/java/org/opencv/imgproc/Imgproc.html)
09:40:58	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:40:59%20GMT	http://docs.opencv.org/java/index.html?org/opencv/android/JavaCameraView.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index1ced.html	(from http://docs.opencv.org/java/org/opencv/android/JavaCameraView.html)
09:41:00	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:40:58%20GMT	http://docs.opencv.org/java/index.html?org/opencv/android/InstallCallbackInterface.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/indexed74.html	(from http://docs.opencv.org/java/org/opencv/android/InstallCallbackInterface.html)
09:41:02	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:40:59%20GMT	http://docs.opencv.org/java/index.html?org/opencv/android/JavaCameraView.JavaCameraSizeAccessor.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index64f8.html	(from http://docs.opencv.org/java/org/opencv/android/JavaCameraView.JavaCameraSizeAccessor.html)
09:41:04	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:41:04%20GMT	http://docs.opencv.org/java/index.html?org/opencv/features2d/KeyPoint.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index9e0e.html	(from http://docs.opencv.org/java/org/opencv/features2d/KeyPoint.html)
09:41:04	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:41:03%20GMT	http://docs.opencv.org/java/index.html?org/opencv/video/KalmanFilter.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/indexedc5.html	(from http://docs.opencv.org/java/org/opencv/video/KalmanFilter.html)
09:41:06	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:41:06%20GMT	http://docs.opencv.org/java/index.html?org/opencv/android/LoaderCallbackInterface.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/indexc607.html	(from http://docs.opencv.org/java/org/opencv/android/LoaderCallbackInterface.html)
09:41:06	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:41:07%20GMT	http://docs.opencv.org/java/index.html?org/opencv/core/Mat.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index40fe.html	(from http://docs.opencv.org/java/org/opencv/core/Mat.html)
09:41:07	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:41:08%20GMT	http://docs.opencv.org/java/index.html?org/opencv/core/MatOfByte.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index7bae.html	(from http://docs.opencv.org/java/org/opencv/core/MatOfByte.html)
09:41:09	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:41:10%20GMT	http://docs.opencv.org/java/index.html?org/opencv/core/MatOfDouble.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index639e.html	(from http://docs.opencv.org/java/org/opencv/core/MatOfDouble.html)
09:41:10	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:41:08%20GMT	http://docs.opencv.org/java/index.html?org/opencv/core/MatOfDMatch.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index6d3f.html	(from http://docs.opencv.org/java/org/opencv/core/MatOfDMatch.html)
09:41:10	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:41:11%20GMT	http://docs.opencv.org/java/index.html?org/opencv/core/MatOfFloat.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index2164.html	(from http://docs.opencv.org/java/org/opencv/core/MatOfFloat.html)
09:41:20	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:41:12%20GMT	http://docs.opencv.org/java/index.html?org/opencv/core/MatOfFloat4.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/indexe632.html	(from http://docs.opencv.org/java/org/opencv/core/MatOfFloat4.html)
09:41:21	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:41:21%20GMT	http://docs.opencv.org/java/index.html?org/opencv/core/MatOfFloat6.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/indexe9ee.html	(from http://docs.opencv.org/java/org/opencv/core/MatOfFloat6.html)
09:41:26	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:41:25%20GMT	http://docs.opencv.org/java/index.html?org/opencv/core/MatOfInt.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/indexd648.html	(from http://docs.opencv.org/java/org/opencv/core/MatOfInt.html)
09:41:30	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:41:31%20GMT	http://docs.opencv.org/java/index.html?org/opencv/core/MatOfKeyPoint.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index56ec.html	(from http://docs.opencv.org/java/org/opencv/core/MatOfKeyPoint.html)
09:41:30	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:41:31%20GMT	http://docs.opencv.org/java/index.html?org/opencv/core/MatOfPoint.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index9b08.html	(from http://docs.opencv.org/java/org/opencv/core/MatOfPoint.html)
09:41:35	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:41:26%20GMT	http://docs.opencv.org/java/index.html?org/opencv/core/MatOfInt4.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index0ef6.html	(from http://docs.opencv.org/java/org/opencv/core/MatOfInt4.html)
09:41:36	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:41:37%20GMT	http://docs.opencv.org/java/index.html?org/opencv/core/MatOfPoint2f.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index7e4a.html	(from http://docs.opencv.org/java/org/opencv/core/MatOfPoint2f.html)
09:41:37	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:41:37%20GMT	http://docs.opencv.org/java/index.html?org/opencv/core/MatOfPoint3.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index52cb.html	(from http://docs.opencv.org/java/org/opencv/core/MatOfPoint3.html)
09:41:37	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:41:38%20GMT	http://docs.opencv.org/java/index.html?org/opencv/core/MatOfPoint3f.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index1ab9.html	(from http://docs.opencv.org/java/org/opencv/core/MatOfPoint3f.html)
09:41:38	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:41:39%20GMT	http://docs.opencv.org/java/index.html?org/opencv/core/MatOfRect.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index0a64.html	(from http://docs.opencv.org/java/org/opencv/core/MatOfRect.html)
09:41:39	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:41:39%20GMT	http://docs.opencv.org/java/index.html?org/opencv/ml/Ml.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/indexbbf6.html	(from http://docs.opencv.org/java/org/opencv/ml/Ml.html)
09:41:39	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:41:40%20GMT	http://docs.opencv.org/java/index.html?org/opencv/imgproc/Moments.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/indexe5c0.html	(from http://docs.opencv.org/java/org/opencv/imgproc/Moments.html)
09:41:47	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:41:44%20GMT	http://docs.opencv.org/java/index.html?org/opencv/android/NativeCameraView.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/indexebf1.html	(from http://docs.opencv.org/java/org/opencv/android/NativeCameraView.html)
09:41:47	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:41:48%20GMT	http://docs.opencv.org/java/index.html?org/opencv/android/NativeCameraView.OpenCvSizeAccessor.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index3831.html	(from http://docs.opencv.org/java/org/opencv/android/NativeCameraView.OpenCvSizeAccessor.html)
09:41:48	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:41:49%20GMT	http://docs.opencv.org/java/index.html?org/opencv/objdetect/Objdetect.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index0515.html	(from http://docs.opencv.org/java/org/opencv/objdetect/Objdetect.html)
09:41:48	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:41:49%20GMT	http://docs.opencv.org/java/index.html?org/opencv/android/OpenCVLoader.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index92aa.html	(from http://docs.opencv.org/java/org/opencv/android/OpenCVLoader.html)
09:41:49	4210/4210	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:41:50%20GMT	http://docs.opencv.org/java/org/opencv/photo/package-tree.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/org/opencv/photo/package-tree.html	(from http://docs.opencv.org/java/org/opencv/photo/Photo.html)
09:41:53	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:41:53%20GMT	http://docs.opencv.org/java/index.html?org/opencv/photo/Photo.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index4a16.html	(from http://docs.opencv.org/java/org/opencv/photo/Photo.html)
09:41:53	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:41:54%20GMT	http://docs.opencv.org/java/index.html?org/opencv/core/Point.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index9e15.html	(from http://docs.opencv.org/java/org/opencv/core/Point.html)
09:41:54	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:41:55%20GMT	http://docs.opencv.org/java/index.html?org/opencv/core/Point3.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index4746.html	(from http://docs.opencv.org/java/org/opencv/core/Point3.html)
09:41:59	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:42:00%20GMT	http://docs.opencv.org/java/index.html?org/opencv/core/Range.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index1b98.html	(from http://docs.opencv.org/java/org/opencv/core/Range.html)
09:42:00	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:42:01%20GMT	http://docs.opencv.org/java/index.html?org/opencv/core/Rect.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index0e84.html	(from http://docs.opencv.org/java/org/opencv/core/Rect.html)
09:42:00	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:42:01%20GMT	http://docs.opencv.org/java/index.html?org/opencv/core/RotatedRect.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index937d.html	(from http://docs.opencv.org/java/org/opencv/core/RotatedRect.html)
09:42:01	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:42:02%20GMT	http://docs.opencv.org/java/index.html?org/opencv/core/Scalar.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index1226.html	(from http://docs.opencv.org/java/org/opencv/core/Scalar.html)
09:42:02	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:42:02%20GMT	http://docs.opencv.org/java/index.html?org/opencv/core/Size.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index5349.html	(from http://docs.opencv.org/java/org/opencv/core/Size.html)
09:42:02	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:42:03%20GMT	http://docs.opencv.org/java/index.html?org/opencv/calib3d/StereoBM.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/indexad0a.html	(from http://docs.opencv.org/java/org/opencv/calib3d/StereoBM.html)
09:42:03	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:42:04%20GMT	http://docs.opencv.org/java/index.html?org/opencv/calib3d/StereoSGBM.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/indexcec4.html	(from http://docs.opencv.org/java/org/opencv/calib3d/StereoSGBM.html)
09:42:04	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:42:04%20GMT	http://docs.opencv.org/java/index.html?org/opencv/imgproc/Subdiv2D.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index5da0.html	(from http://docs.opencv.org/java/org/opencv/imgproc/Subdiv2D.html)
09:42:04	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:42:05%20GMT	http://docs.opencv.org/java/index.html?org/opencv/core/TermCriteria.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index2675.html	(from http://docs.opencv.org/java/org/opencv/core/TermCriteria.html)
09:42:05	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:42:06%20GMT	http://docs.opencv.org/java/index.html?org/opencv/android/Utils.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index1977.html	(from http://docs.opencv.org/java/org/opencv/android/Utils.html)
09:42:05	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:42:06%20GMT	http://docs.opencv.org/java/index.html?org/opencv/video/Video.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/indexce3d.html	(from http://docs.opencv.org/java/org/opencv/video/Video.html)
09:42:06	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:42:07%20GMT	http://docs.opencv.org/java/index.html?org/opencv/highgui/VideoCapture.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index7ef8.html	(from http://docs.opencv.org/java/org/opencv/highgui/VideoCapture.html)
09:42:10	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:42:07%20GMT	http://docs.opencv.org/java/index.html?overview-tree.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/indexcaf2.html	(from http://docs.opencv.org/java/overview-tree.html)
09:42:10	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:42:11%20GMT	http://docs.opencv.org/java/index.html?index-all.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/indexfcc0.html	(from http://docs.opencv.org/java/index-all.html)
09:42:11	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:42:12%20GMT	http://docs.opencv.org/java/index.html?help-doc.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/indexb46a.html	(from http://docs.opencv.org/java/help-doc.html)
09:42:12	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:42:13%20GMT	http://docs.opencv.org/java/index.html?org/opencv/android/package-summary.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/indexe565.html	(from http://docs.opencv.org/java/org/opencv/android/package-summary.html)
09:42:15	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:42:13%20GMT	http://docs.opencv.org/java/index.html?org/opencv/calib3d/package-summary.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index4516.html	(from http://docs.opencv.org/java/org/opencv/calib3d/package-summary.html)
09:42:16	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:42:17%20GMT	http://docs.opencv.org/java/index.html?org/opencv/core/package-summary.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/indexffe8.html	(from http://docs.opencv.org/java/org/opencv/core/package-summary.html)
09:42:17	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:42:17%20GMT	http://docs.opencv.org/java/index.html?org/opencv/features2d/package-summary.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/indexb3c2.html	(from http://docs.opencv.org/java/org/opencv/features2d/package-summary.html)
09:42:17	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:42:18%20GMT	http://docs.opencv.org/java/index.html?org/opencv/highgui/package-summary.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/indexa440.html	(from http://docs.opencv.org/java/org/opencv/highgui/package-summary.html)
09:42:19	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:42:19%20GMT	http://docs.opencv.org/java/index.html?org/opencv/imgproc/package-summary.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/index88dd.html	(from http://docs.opencv.org/java/org/opencv/imgproc/package-summary.html)
09:42:19	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:42:20%20GMT	http://docs.opencv.org/java/index.html?org/opencv/ml/package-summary.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/indexf8d8.html	(from http://docs.opencv.org/java/org/opencv/ml/package-summary.html)
09:42:20	2681/2681	---M--	200	added ('OK')	text/html	date:Wed,%2014%20Jan%202015%2002:42:20%20GMT	http://docs.opencv.org/java/index.html?org/opencv/objdetect/package-summary.html	C:/My%20Web%20Sites/OpenCV%20Java%20API/docs.opencv.org/java/indexe9b4.html	(from http://docs.opencv.org/java/org/opencv/objdetect/package-summary.html)
